"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000217067.2","HAVANA","gene",NA,NA,"ENSG00000217067.2","unprocessed_pseudogene","AL355375.1","1",NA,"OTTHUMG00000014938.2"
"ENSG00000217078.1","HAVANA","gene",NA,NA,"ENSG00000217078.1","processed_pseudogene","AL021407.1","2",NA,"OTTHUMG00000014300.1"
"ENSG00000217083.1","HAVANA","gene",NA,NA,"ENSG00000217083.1","processed_pseudogene","MTCO2P33","2","HGNC:52162","OTTHUMG00000014376.1"
"ENSG00000217085.2","HAVANA","gene",NA,NA,"ENSG00000217085.2","processed_pseudogene","HMGB3P19","1","HGNC:39311","OTTHUMG00000015868.2"
"ENSG00000217089.1","HAVANA","gene",NA,NA,"ENSG00000217089.1","processed_pseudogene","RPS29P13","1","HGNC:35818","OTTHUMG00000015450.1"
"ENSG00000217094.2","HAVANA","gene",NA,NA,"ENSG00000217094.2","processed_pseudogene","PPIAP31","1","HGNC:44962","OTTHUMG00000017919.1"
"ENSG00000217120.1","HAVANA","gene",NA,NA,"ENSG00000217120.1","processed_pseudogene","Z98755.1","2",NA,"OTTHUMG00000015283.1"
"ENSG00000217128.12","HAVANA","gene",NA,NA,"ENSG00000217128.12","protein_coding","FNIP1","1","HGNC:29418","OTTHUMG00000186338.1"
"ENSG00000217130.1","HAVANA","gene",NA,NA,"ENSG00000217130.1","processed_pseudogene","AL139100.1","1",NA,"OTTHUMG00000014554.1"
"ENSG00000217135.2","HAVANA","gene",NA,NA,"ENSG00000217135.2","processed_pseudogene","AL590004.1","2",NA,"OTTHUMG00000014152.2"
"ENSG00000217139.2","HAVANA","gene",NA,NA,"ENSG00000217139.2","processed_pseudogene","AL603865.1","1",NA,"OTTHUMG00000015484.2"
"ENSG00000217159.2","HAVANA","gene",NA,NA,"ENSG00000217159.2","processed_pseudogene","LARP1P1","1","HGNC:23183","OTTHUMG00000014424.2"
"ENSG00000217160.2","HAVANA","gene",NA,NA,"ENSG00000217160.2","processed_pseudogene","MTCO2P31","2","HGNC:52160","OTTHUMG00000015861.2"
"ENSG00000217165.1","HAVANA","gene",NA,NA,"ENSG00000217165.1","processed_pseudogene","ANKRD18EP","1","HGNC:43609","OTTHUMG00000014640.1"
"ENSG00000217169.2","HAVANA","gene",NA,NA,"ENSG00000217169.2","processed_pseudogene","MTHFD2P2","1","HGNC:48860","OTTHUMG00000015158.3"
"ENSG00000217178.1","HAVANA","gene",NA,NA,"ENSG00000217178.1","processed_pseudogene","AL357563.1","1",NA,"OTTHUMG00000015042.1"
"ENSG00000217179.1","HAVANA","gene",NA,NA,"ENSG00000217179.1","processed_pseudogene","MTCYBP2","2","HGNC:38807","OTTHUMG00000036510.1"
"ENSG00000217181.1","HAVANA","gene",NA,NA,"ENSG00000217181.1","processed_pseudogene","AL139039.2","1",NA,"OTTHUMG00000014239.1"
"ENSG00000217195.1","HAVANA","gene",NA,NA,"ENSG00000217195.1","processed_pseudogene","AL513475.1","2",NA,"OTTHUMG00000015744.1"
"ENSG00000217227.1","HAVANA","gene",NA,NA,"ENSG00000217227.1","processed_pseudogene","AL079341.1","1",NA,"OTTHUMG00000014633.1"
"ENSG00000217228.1","HAVANA","gene",NA,NA,"ENSG00000217228.1","unprocessed_pseudogene","GSTA12P","2","HGNC:49906","OTTHUMG00000014852.1"
"ENSG00000217231.2","HAVANA","gene",NA,NA,"ENSG00000217231.2","processed_pseudogene","AL109755.1","1",NA,"OTTHUMG00000015735.3"
"ENSG00000217236.2","HAVANA","gene",NA,NA,"ENSG00000217236.2","protein_coding","SP9","1","HGNC:30690","OTTHUMG00000150371.2"
"ENSG00000217239.3","HAVANA","gene",NA,NA,"ENSG00000217239.3","processed_pseudogene","AL136968.2","1",NA,"OTTHUMG00000014180.1"
"ENSG00000217241.1","HAVANA","gene",NA,NA,"ENSG00000217241.1","processed_pseudogene","CBX3P9","1","HGNC:42881","OTTHUMG00000015436.1"
"ENSG00000217261.4","HAVANA","gene",NA,NA,"ENSG00000217261.4","transcribed_unprocessed_pseudogene","POM121L4P","1","HGNC:19326","OTTHUMG00000150756.2"
"ENSG00000217268.1","HAVANA","gene",NA,NA,"ENSG00000217268.1","processed_pseudogene","TXNP7","1","HGNC:49487","OTTHUMG00000015041.1"
"ENSG00000217272.1","HAVANA","gene",NA,NA,"ENSG00000217272.1","processed_pseudogene","RAB1AP2","1","HGNC:54645","OTTHUMG00000015149.1"
"ENSG00000217275.2","HAVANA","gene",NA,NA,"ENSG00000217275.2","processed_pseudogene","AL031777.1","1",NA,"OTTHUMG00000014442.2"
"ENSG00000217289.3","HAVANA","gene",NA,NA,"ENSG00000217289.3","processed_pseudogene","AC079776.1","1",NA,"OTTHUMG00000153509.1"
"ENSG00000217314.2","HAVANA","gene",NA,NA,"ENSG00000217314.2","processed_pseudogene","UQCRFS1P3","1","HGNC:39173","OTTHUMG00000014328.2"
"ENSG00000217315.1","HAVANA","gene",NA,NA,"ENSG00000217315.1","unprocessed_pseudogene","OR2W2P","2","HGNC:13970","OTTHUMG00000014500.1"
"ENSG00000217325.2","HAVANA","gene",NA,NA,"ENSG00000217325.2","transcribed_processed_pseudogene","PRELID1P1","1","HGNC:43886","OTTHUMG00000015520.2"
"ENSG00000217327.3","HAVANA","gene",NA,NA,"ENSG00000217327.3","processed_pseudogene","RPS7P5","1","HGNC:37037","OTTHUMG00000039882.1"
"ENSG00000217330.1","HAVANA","gene",NA,NA,"ENSG00000217330.1","processed_pseudogene","SSXP10","2","HGNC:30638","OTTHUMG00000016373.1"
"ENSG00000217331.1","HAVANA","gene",NA,NA,"ENSG00000217331.1","processed_pseudogene","AL355143.1","1",NA,"OTTHUMG00000015242.1"
"ENSG00000217334.1","HAVANA","gene",NA,NA,"ENSG00000217334.1","processed_pseudogene","AL355615.1","1",NA,"OTTHUMG00000015145.1"
"ENSG00000217372.2","HAVANA","gene",NA,NA,"ENSG00000217372.2","processed_pseudogene","TUBB4BP7","1","HGNC:42337","OTTHUMG00000015853.2"
"ENSG00000217377.1","HAVANA","gene",NA,NA,"ENSG00000217377.1","processed_pseudogene","AK4P5","1","HGNC:39068","OTTHUMG00000015090.1"
"ENSG00000217379.2","HAVANA","gene",NA,NA,"ENSG00000217379.2","processed_pseudogene","AL589647.1","1",NA,"OTTHUMG00000014324.2"
"ENSG00000217385.1","HAVANA","gene",NA,NA,"ENSG00000217385.1","processed_pseudogene","PSMC1P11","1","HGNC:39786","OTTHUMG00000014167.1"
"ENSG00000217404.2","HAVANA","gene",NA,NA,"ENSG00000217404.2","processed_pseudogene","RPS4XP9","1","HGNC:35792","OTTHUMG00000016146.2"
"ENSG00000217408.2","HAVANA","gene",NA,NA,"ENSG00000217408.2","processed_pseudogene","PRELID1P2","1","HGNC:43887","OTTHUMG00000014392.2"
"ENSG00000217414.2","HAVANA","gene",NA,NA,"ENSG00000217414.2","processed_pseudogene","DDX18P3","1","HGNC:33966","OTTHUMG00000014321.2"
"ENSG00000217416.4","HAVANA","gene",NA,NA,"ENSG00000217416.4","processed_pseudogene","ISCA1P1","2","HGNC:33263","OTTHUMG00000153236.1"
"ENSG00000217442.4","HAVANA","gene",NA,NA,"ENSG00000217442.4","protein_coding","SYCE3","1","HGNC:35245","OTTHUMG00000150273.3"
"ENSG00000217447.1","HAVANA","gene",NA,NA,"ENSG00000217447.1","processed_pseudogene","AL021331.1","1",NA,"OTTHUMG00000016311.1"
"ENSG00000217455.8","HAVANA","gene",NA,NA,"ENSG00000217455.8","lncRNA","AC073316.1","1",NA,"OTTHUMG00000152117.1"
"ENSG00000217477.2","HAVANA","gene",NA,NA,"ENSG00000217477.2","processed_pseudogene","AL450346.1","1",NA,"OTTHUMG00000014939.2"
"ENSG00000217482.2","HAVANA","gene",NA,NA,"ENSG00000217482.2","processed_pseudogene","HMGB1P17","1","HGNC:39099","OTTHUMG00000015635.2"
"ENSG00000217483.1","HAVANA","gene",NA,NA,"ENSG00000217483.1","processed_pseudogene","FO393414.2","1",NA,"OTTHUMG00000015011.1"
"ENSG00000217488.2","HAVANA","gene",NA,NA,"ENSG00000217488.2","transcribed_processed_pseudogene","AL356057.1","1",NA,"OTTHUMG00000015059.2"
"ENSG00000217495.2","HAVANA","gene",NA,NA,"ENSG00000217495.2","processed_pseudogene","AL136116.2","1",NA,"OTTHUMG00000015722.2"
"ENSG00000217512.1","HAVANA","gene",NA,NA,"ENSG00000217512.1","processed_pseudogene","AL356776.1","1",NA,"OTTHUMG00000015072.1"
"ENSG00000217514.1","HAVANA","gene",NA,NA,"ENSG00000217514.1","processed_pseudogene","AL031121.1","1",NA,"OTTHUMG00000015974.1"
"ENSG00000217527.1","HAVANA","gene",NA,NA,"ENSG00000217527.1","transcribed_processed_pseudogene","RPS16P5","1","HGNC:36183","OTTHUMG00000014875.1"
"ENSG00000217539.2","HAVANA","gene",NA,NA,"ENSG00000217539.2","processed_pseudogene","IQCB2P","1","HGNC:17727","OTTHUMG00000014501.2"
"ENSG00000217555.13","HAVANA","gene",NA,NA,"ENSG00000217555.13","protein_coding","CKLF","2","HGNC:13253","OTTHUMG00000137504.3"
"ENSG00000217557.1","HAVANA","gene",NA,NA,"ENSG00000217557.1","processed_pseudogene","AL590286.1","1",NA,"OTTHUMG00000015972.2"
"ENSG00000217566.2","HAVANA","gene",NA,NA,"ENSG00000217566.2","processed_pseudogene","TDGF1P4","1","HGNC:11704","OTTHUMG00000014153.2"
"ENSG00000217576.7","HAVANA","gene",NA,NA,"ENSG00000217576.7","lncRNA","AL158066.1","2",NA,"OTTHUMG00000185730.1"
"ENSG00000217585.1","HAVANA","gene",NA,NA,"ENSG00000217585.1","processed_pseudogene","MDH1P2","1","HGNC:54969","OTTHUMG00000014301.1"
"ENSG00000217612.2","HAVANA","gene",NA,NA,"ENSG00000217612.2","processed_pseudogene","AL031119.1","2",NA,"OTTHUMG00000016100.2"
"ENSG00000217624.2","HAVANA","gene",NA,NA,"ENSG00000217624.2","processed_pseudogene","YWHAZP10","1","HGNC:54939","OTTHUMG00000021374.1"
"ENSG00000217631.1","HAVANA","gene",NA,NA,"ENSG00000217631.1","processed_pseudogene","FO393413.1","1",NA,"OTTHUMG00000014810.1"
"ENSG00000217643.1","HAVANA","gene",NA,NA,"ENSG00000217643.1","processed_pseudogene","PTGES3P2","1","HGNC:43822","OTTHUMG00000152177.1"
"ENSG00000217644.5","HAVANA","gene",NA,NA,"ENSG00000217644.5","processed_pseudogene","AL355864.1","1",NA,"OTTHUMG00000004014.2"
"ENSG00000217646.1","HAVANA","gene",NA,NA,"ENSG00000217646.1","processed_pseudogene","H2BC16P","2","HGNC:4754","OTTHUMG00000014491.1"
"ENSG00000217648.1","HAVANA","gene",NA,NA,"ENSG00000217648.1","processed_pseudogene","AL136116.3","1",NA,"OTTHUMG00000015724.1"
"ENSG00000217653.1","HAVANA","gene",NA,NA,"ENSG00000217653.1","processed_pseudogene","PIMREGP3","1","HGNC:54614","OTTHUMG00000015207.1"
"ENSG00000217680.1","HAVANA","gene",NA,NA,"ENSG00000217680.1","processed_pseudogene","UBE2V1P15","1","HGNC:52414","OTTHUMG00000015053.1"
"ENSG00000217684.2","HAVANA","gene",NA,NA,"ENSG00000217684.2","processed_pseudogene","RPS3AP24","1","HGNC:36267","OTTHUMG00000015701.2"
"ENSG00000217686.2","HAVANA","gene",NA,NA,"ENSG00000217686.2","processed_pseudogene","NUS1P4","1","HGNC:38474","OTTHUMG00000017251.1"
"ENSG00000217702.3","HAVANA","gene",NA,NA,"ENSG00000217702.3","lncRNA","AC073263.1","2",NA,"OTTHUMG00000187098.2"
"ENSG00000217707.2","HAVANA","gene",NA,NA,"ENSG00000217707.2","unprocessed_pseudogene","SERPINB8P1","2","HGNC:8953","OTTHUMG00000014133.2"
"ENSG00000217716.3","HAVANA","gene",NA,NA,"ENSG00000217716.3","processed_pseudogene","RPS10P3","1","HGNC:23684","OTTHUMG00000020159.2"
"ENSG00000217718.1","HAVANA","gene",NA,NA,"ENSG00000217718.1","processed_pseudogene","NDUFB4P4","1","HGNC:45252","OTTHUMG00000152175.2"
"ENSG00000217733.2","HAVANA","gene",NA,NA,"ENSG00000217733.2","processed_pseudogene","CCT7P1","1","HGNC:35149","OTTHUMG00000015799.2"
"ENSG00000217746.1","HAVANA","gene",NA,NA,"ENSG00000217746.1","processed_pseudogene","AL096800.1","2",NA,"OTTHUMG00000014218.1"
"ENSG00000217767.2","HAVANA","gene",NA,NA,"ENSG00000217767.2","processed_pseudogene","NDUFAB1P1","1","HGNC:52265","OTTHUMG00000014995.2"
"ENSG00000217769.4","HAVANA","gene",NA,NA,"ENSG00000217769.4","processed_pseudogene","AL157777.1","1",NA,"OTTHUMG00000015156.1"
"ENSG00000217770.1","HAVANA","gene",NA,NA,"ENSG00000217770.1","processed_pseudogene","FEM1AP3","2","HGNC:39831","OTTHUMG00000015387.1"
"ENSG00000217776.1","HAVANA","gene",NA,NA,"ENSG00000217776.1","processed_pseudogene","AL138827.1","1",NA,"OTTHUMG00000015160.1"
"ENSG00000217783.2","HAVANA","gene",NA,NA,"ENSG00000217783.2","processed_pseudogene","LDHAL6FP","1","HGNC:44240","OTTHUMG00000015891.2"
"ENSG00000217786.1","HAVANA","gene",NA,NA,"ENSG00000217786.1","processed_pseudogene","AL355379.1","1",NA,"OTTHUMG00000015076.1"
"ENSG00000217791.4","HAVANA","gene",NA,NA,"ENSG00000217791.4","processed_pseudogene","ASS1P9","1","HGNC:772","OTTHUMG00000162285.1"
"ENSG00000217801.10","HAVANA","gene",NA,NA,"ENSG00000217801.10","transcribed_unprocessed_pseudogene","AL390719.1","2",NA,"OTTHUMG00000000629.5"
"ENSG00000217805.2","HAVANA","gene",NA,NA,"ENSG00000217805.2","processed_pseudogene","AL590084.1","1",NA,"OTTHUMG00000014384.2"
"ENSG00000217809.1","HAVANA","gene",NA,NA,"ENSG00000217809.1","processed_pseudogene","FAT1P1","2","HGNC:16582","OTTHUMG00000031878.1"
"ENSG00000217811.1","HAVANA","gene",NA,NA,"ENSG00000217811.1","processed_pseudogene","HNRNPDP2","1","HGNC:48749","OTTHUMG00000014959.1"
"ENSG00000217824.1","HAVANA","gene",NA,NA,"ENSG00000217824.1","processed_pseudogene","SNRPEP6","1","HGNC:43571","OTTHUMG00000015775.1"
"ENSG00000217825.2","HAVANA","gene",NA,NA,"ENSG00000217825.2","lncRNA","AC099552.1","1",NA,"OTTHUMG00000151325.1"
"ENSG00000217835.3","HAVANA","gene",NA,NA,"ENSG00000217835.3","processed_pseudogene","RBMXP5","1","HGNC:54979","OTTHUMG00000021728.1"
"ENSG00000217862.2","HAVANA","gene",NA,NA,"ENSG00000217862.2","processed_pseudogene","H4C10P","2","HGNC:4786","OTTHUMG00000016429.2"
"ENSG00000217874.2","HAVANA","gene",NA,NA,"ENSG00000217874.2","unprocessed_pseudogene","OR4F7P","2","HGNC:15089","OTTHUMG00000016086.2"
"ENSG00000217878.2","HAVANA","gene",NA,NA,"ENSG00000217878.2","processed_pseudogene","AL136100.1","2",NA,"OTTHUMG00000015983.2"
"ENSG00000217889.3","HAVANA","gene",NA,NA,"ENSG00000217889.3","processed_pseudogene","KRT18P48","1","HGNC:33418","OTTHUMG00000024199.1"
"ENSG00000217896.2","HAVANA","gene",NA,NA,"ENSG00000217896.2","processed_pseudogene","ZNF839P1","2","HGNC:38455","OTTHUMG00000036499.2"
"ENSG00000217897.2","HAVANA","gene",NA,NA,"ENSG00000217897.2","processed_pseudogene","HSPE1P8","1","HGNC:49326","OTTHUMG00000008349.1"
"ENSG00000217929.4","HAVANA","gene",NA,NA,"ENSG00000217929.4","transcribed_processed_pseudogene","CICP18","2","HGNC:48828","OTTHUMG00000014108.4"
"ENSG00000217930.8","HAVANA","gene",NA,NA,"ENSG00000217930.8","protein_coding","PAM16","1","HGNC:29679","OTTHUMG00000129466.3"
"ENSG00000217950.4","HAVANA","gene",NA,NA,"ENSG00000217950.4","processed_pseudogene","NOC2LP2","1","HGNC:52286","OTTHUMG00000153596.1"
"ENSG00000218014.1","HAVANA","gene",NA,NA,"ENSG00000218014.1","processed_pseudogene","KRT19P1","1","HGNC:33422","OTTHUMG00000015007.1"
"ENSG00000218016.2","HAVANA","gene",NA,NA,"ENSG00000218016.2","unprocessed_pseudogene","ZNF192P2","2","HGNC:42862","OTTHUMG00000014514.2"
